rank,score,image,description,target_probability,reference_probability,probability_margin,best_target_prompt,best_reference_prompt,best_overall_prompt,width,height,extension,size_bytes,references,context_keyword_hits
99,0.5136188954114914,assets/images/2026/20240918_20260601/20260526_020850_0.jpg,a market share pie chart,0.3599659204483032,0.23131294548511505,0.12865297496318817,a market share pie chart,a line chart,a market share pie chart,1200,674,.jpg,77135,_posts/2026-06-14-weekly-OFS-103.md:189,revenue
100,0.5112442374229431,assets/images/2024/20240707_20241017/20241014_184725_2.jpg,a circular chart with colored slices,0.4103844165802002,0.3095245957374573,0.10085982084274292,a circular chart with colored slices,a screenshot of a website,a circular chart with colored slices,1200,674,.jpg,35364,_posts/2024-10-20-weekly-OFS-17.md:194,
101,0.5109875928610563,assets/images/2024/20241122_20241215/20241209_073007_2.jpg,a composition breakdown pie chart,0.27055275440216064,0.03011791594326496,0.24043483845889568,a composition breakdown pie chart,a circular object that is not a chart,a composition breakdown pie chart,1200,829,.jpg,188629,_posts/2024-12-22-weekly-OFS-26.md:69,
102,0.5065953098237514,assets/images/2025/20241227_20251117/20251111_035343_0.jpg,a donut chart,0.28173819184303284,0.056881073862314224,0.2248571179807186,a donut chart,a technical diagram,a donut chart,1051,1200,.jpg,138628,_posts/2025-11-16-weekly-OFS-73.md:74,
103,0.5006163064390421,assets/images/2024/20240502_20241115/20241111_160136_3.jpg,a composition breakdown pie chart,0.26036134362220764,0.020106380805373192,0.24025496281683445,a composition breakdown pie chart,a bar chart,a composition breakdown pie chart,807,1200,.jpg,99820,_posts/2024-11-17-weekly-OFS-21.md:109,
104,0.4978424236178398,assets/images/2025/20250113_20251130/20251128_200850_0.jpg,a circular chart with colored slices,0.29856055974960327,0.09927869588136673,0.19928186386823654,a circular chart with colored slices,a scientific plot,a circular chart with colored slices,1200,856,.jpg,83602,_posts/2025-12-01-weekly-OFS-75.md:177,
105,0.4978424236178398,assets/images/2026/20240131_20260208/20260202_173355_1.jpg,a circular chart with colored slices,0.29856055974960327,0.09927869588136673,0.19928186386823654,a circular chart with colored slices,a scientific plot,a circular chart with colored slices,1200,856,.jpg,83310,_posts/2026-02-08-weekly-OFS-85.md:301,
106,0.4950762689113617,assets/images/2025/20241218_20260104/20251230_085928_0.jpg,a circular chart with colored slices,0.4112258553504944,0.3273754417896271,0.08385041356086731,a circular chart with colored slices,a circular object that is not a chart,a circular chart with colored slices,744,736,.jpg,67634,_posts/2026-01-08-weekly-OFS-80.md:86,
107,0.48839886486530304,assets/images/2025/20240925_20250706/20250702_044036_1.jpg,a circular chart with colored slices,0.33209213614463806,0.17578540742397308,0.15630672872066498,a circular chart with colored slices,a circular object that is not a chart,a circular chart with colored slices,1200,951,.jpg,244036,_posts/2025-07-06-weekly-OFS-54.md:131,
108,0.4882885217666626,assets/images/2025/20250105_20250615/20250611_060222_0.jpg,a doughnut chart,0.32104119658470154,0.15379387140274048,0.16724732518196106,a doughnut chart,a flow diagram,a doughnut chart,1199,671,.jpg,94635,_posts/2025-06-15-weekly-OFS-51.md:136,
109,0.48219919204711914,assets/images/2025/20240822_20250825/20250824_062608_0.jpg,a circular chart with colored slices,0.37888917326927185,0.27557915449142456,0.10331001877784729,a circular chart with colored slices,a scientific plot,a circular chart with colored slices,1077,1200,.jpg,113171,_posts/2025-08-24-weekly-OFS-61.md:377,
110,0.47249702364206314,assets/images/2025/20250214_20250921/20250920_055725_2.jpg,a circular percentage chart,0.29055556654930115,0.10861410945653915,0.181941457092762,a circular percentage chart,a line chart,a circular percentage chart,987,911,.jpg,67186,_posts/2025-09-21-weekly-OFS-65.md:109,
111,0.47241663932800293,assets/images/2025/20240822_20250825/20250822_035646_2.jpg,a circular percentage chart,0.34672409296035767,0.2210315465927124,0.12569254636764526,a circular percentage chart,a line chart,a circular percentage chart,852,380,.jpg,26362,_posts/2025-08-24-weekly-OFS-61.md:287,
112,0.4722985625267029,assets/images/2026/OFC2026/IMG_4064.JPG,a donut chart,0.3004671037197113,0.12863564491271973,0.17183145880699158,a donut chart,a wafer photo,a donut chart,4032,3024,.jpg,2595580,_posts/2026-04-04-OFC2026.md:3045,
113,0.4669341593980789,assets/images/2024/20241111_20241122/20241118_062813_0.jpg,a circular chart with colored slices,0.3076419234275818,0.14834968745708466,0.15929223597049713,a circular chart with colored slices,a bar chart,a circular chart with colored slices,1200,662,.jpg,46501,_posts/2024-11-24-weekly-OFS-22.md:100,
114,0.45663799345493317,assets/images/2025/20241206_20250308/20250307_055342_0.jpg,a circular percentage chart,0.33912262320518494,0.2216072529554367,0.11751537024974823,a circular percentage chart,a circular object that is not a chart,a circular percentage chart,700,500,.jpg,18771,,
115,0.45317181944847107,assets/images/2026/20240502_20260420/20260415_061557_1.jpg,a circular chart with colored slices,0.3572198450565338,0.26126787066459656,0.09595197439193726,a circular chart with colored slices,a circular object that is not a chart,a circular chart with colored slices,1200,976,.jpg,123994,_posts/2026-04-20-weekly-OFS-95.md:92,
116,0.45029260218143463,assets/images/2025/20250113_20251130/20251128_201117_1.jpg,a circular chart with colored slices,0.32421189546585083,0.19813118875026703,0.1260807067155838,a circular chart with colored slices,a microscope image,a circular chart with colored slices,877,1200,.jpg,127034,_posts/2025-12-01-weekly-OFS-75.md:180,
117,0.4458763301372528,assets/images/2024/20240429_20241204/20241130_071439_3.jpg,a pie chart,0.32586291432380676,0.20584949851036072,0.12001341581344604,a pie chart,a scientific plot,a pie chart,1141,1200,.jpg,72864,_posts/2024-12-08-weekly-OFS-24.md:171,
118,0.4452633261680603,assets/images/2025/20250505_20250512/20250510_162216_1.jpg,a doughnut chart,0.27411386370658875,0.10296440124511719,0.17114946246147156,a doughnut chart,a circular object that is not a chart,a doughnut chart,1200,524,.jpg,94676,,
119,0.4435536861419678,assets/images/2026/OFC2026/IMG_4093.JPG,a market share pie chart,0.3020390272140503,0.1605243682861328,0.14151465892791748,a market share pie chart,a technical diagram,a market share pie chart,4032,3024,.jpg,1662913,_posts/2026-04-04-OFC2026.md:4044,
120,0.44184985756874084,assets/images/2026/OFC2026/IMG_4082.JPG,a doughnut chart,0.26812848448753357,0.0944071114063263,0.17372137308120728,a doughnut chart,a screenshot of a website,a doughnut chart,4032,3024,.jpg,2015246,_posts/2026-04-04-OFC2026.md:3571,
121,0.4409307688474655,assets/images/2024/20240531_20241225/20241221_164550_1.jpg,a doughnut chart,0.3450223505496979,0.24911393225193024,0.09590841829776764,a doughnut chart,a circular object that is not a chart,a doughnut chart,1200,672,.jpg,86507,_posts/2024-12-29-weekly-OFS-27.md:162,
122,0.43872347474098206,assets/images/2026/20241208_20260223/20260219_062224_0.jpg,a composition breakdown pie chart,0.2568913698196411,0.07505926489830017,0.18183210492134094,a composition breakdown pie chart,a flow diagram,a composition breakdown pie chart,1200,708,.jpg,124333,_posts/2026-02-22-weekly-OFS-87.md:152,
123,0.43598026037216187,assets/images/2026/20240131_20260208/20260204_070725_0.jpg,a circular chart with colored slices,0.26317641139030457,0.09037256240844727,0.1728038489818573,a circular chart with colored slices,a technical diagram,a circular chart with colored slices,700,500,.jpg,52336,_posts/2026-02-08-weekly-OFS-85.md:315,
124,0.43270088732242584,assets/images/2025/20241224_20251225_long_thread/20250611_060540_1.jpg,a doughnut chart,0.30391767621040344,0.17513446509838104,0.1287832111120224,a doughnut chart,a flow diagram,a doughnut chart,1200,671,.jpg,94648,_posts/2025-12-25-how-to-hold-fibers.md:252,
125,0.4323519468307495,assets/images/2025/20250330_20250628/20250621_062339_0.jpg,a doughnut chart,0.24939510226249695,0.06643825769424438,0.18295684456825256,a doughnut chart,a screenshot of a website,a doughnut chart,1024,730,.jpg,73084,_posts/2025-06-29-weekly-OFS-53.md:48,
126,0.43182677030563354,assets/images/2025/20241101_20250216/20250212_070932_5.jpg,a circular chart with colored slices,0.3868321478366852,0.3418375253677368,0.044994622468948364,a circular chart with colored slices,a circular object that is not a chart,a circular chart with colored slices,1200,1118,.jpg,122798,,
127,0.4305275082588196,assets/images/2025/20250419_20250713/20250419_164307_0.jpg,a circular chart with colored slices,0.40936166048049927,0.38819581270217896,0.021165847778320312,a circular chart with colored slices,a ring resonator diagram,a circular chart with colored slices,1200,394,.jpg,39152,_posts/2025-07-13-weekly-OFS-55.md:308,
128,0.4305275082588196,assets/images/2026/20240918_20260601/20250713_053219_1.jpg,a circular chart with colored slices,0.40936166048049927,0.38819581270217896,0.021165847778320312,a circular chart with colored slices,a ring resonator diagram,a circular chart with colored slices,1200,394,.jpg,39152,_posts/2026-06-14-weekly-OFS-103.md:72,
129,0.4289124011993408,assets/images/2025/20250316_20250518/20250514_042150_0.jpg,a doughnut chart,0.3219594955444336,0.21500658988952637,0.10695290565490723,a doughnut chart,a bar chart,a doughnut chart,228,1200,.jpg,17819,_posts/2025-05-18-weekly-OFS-47.md:93,
130,0.425656259059906,assets/images/2024/20240429_20241204/20241130_071439_1.jpg,a pie chart,0.2800154685974121,0.1343746781349182,0.1456407904624939,a pie chart,a bar chart,a pie chart,1154,1200,.jpg,69947,_posts/2024-12-08-weekly-OFS-24.md:169,
131,0.4251278340816498,assets/images/2024/20240429_20241204/20241129_071723_1.jpg,a circular chart with colored slices,0.33491164445877075,0.24469545483589172,0.09021618962287903,a circular chart with colored slices,a circular object that is not a chart,a circular chart with colored slices,1200,920,.jpg,81044,_posts/2024-12-08-weekly-OFS-24.md:79,
132,0.42280784249305725,assets/images/2025/20250216_20250222/20250221_022655_0.jpg,a composition breakdown pie chart,0.33088064193725586,0.23895344138145447,0.09192720055580139,a composition breakdown pie chart,a screenshot of a website,a composition breakdown pie chart,1200,897,.jpg,294809,_posts/2025-02-23-weekly-OFS-35.md:45,
133,0.42280036211013794,assets/images/2026/20241208_20260223/20260219_065554_0.jpg,a composition breakdown pie chart,0.2809317111968994,0.1390630602836609,0.14186865091323853,a composition breakdown pie chart,a scientific plot,a composition breakdown pie chart,377,632,.jpg,18366,_posts/2026-02-22-weekly-OFS-87.md:157,
134,0.421231709420681,assets/images/2026/20240502_20260420/20260416_055225_2.jpg,a doughnut chart,0.26967528462409973,0.11811885982751846,0.15155642479658127,a doughnut chart,a microscope image,a doughnut chart,1199,625,.jpg,310006,_posts/2026-04-20-weekly-OFS-95.md:127,
135,0.4206448942422867,assets/images/2025/20241012_20260111/20260111_024905_0.jpg,a market share pie chart,0.3246854245662689,0.22872595489025116,0.09595946967601776,a market share pie chart,a line chart,a market share pie chart,1199,673,.jpg,134508,_posts/2026-01-11-weekly-OFS-81.md:241,
136,0.4171357601881027,assets/images/2026/20240627_20260322/20260314_154135_0.jpg,a market share pie chart,0.25216230750083923,0.08718885481357574,0.1649734526872635,a market share pie chart,a bar chart,a market share pie chart,741,470,.jpg,61948,_posts/2026-03-23-weekly-OFS-91.md:237,
137,0.4167852640151978,assets/images/2026/20240918_20260601/20260526_020751_0.jpg,a circular percentage chart,0.31636419892311096,0.24094313383102417,0.07542106509208679,a circular percentage chart,a bar chart,a circular percentage chart,1200,551,.jpg,33102,_posts/2026-06-14-weekly-OFS-103.md:187,revenue
138,0.4128400385379791,assets/images/2026/20250508_20260406/20260404_231638_0.jpg,a market share pie chart,0.27022531628608704,0.12761059403419495,0.1426147222518921,a market share pie chart,a circular object that is not a chart,a market share pie chart,1199,954,.jpg,196605,_posts/2026-04-07-weekly-OFS-93.md:190,
139,0.4128400385379791,assets/images/2026/20250508_20260406/20260405_024621_0.jpg,a market share pie chart,0.27022531628608704,0.12761059403419495,0.1426147222518921,a market share pie chart,a circular object that is not a chart,a market share pie chart,1199,954,.jpg,196605,,
140,0.4121944308280945,assets/images/2025/20240830_20250427/20250426_065435_0.jpg,a circular chart with colored slices,0.33422794938087463,0.2562614679336548,0.07796648144721985,a circular chart with colored slices,a circular object that is not a chart,a circular chart with colored slices,1200,564,.jpg,122947,_posts/2025-04-27-weekly-OFS-44.md:320,
141,0.41038884967565536,assets/images/2026/20250114_20260119/20260116_062512_0.jpg,a circular percentage chart,0.2642546594142914,0.1181204691529274,0.14613419026136398,a circular percentage chart,a circular object that is not a chart,a circular percentage chart,944,1200,.jpg,92597,_posts/2026-01-20-weekly-OFS-82.md:147,
142,0.409732460975647,assets/images/imported/lnnb-full-beam-simulations-1806-1812/image126.png,a circular chart with colored slices,0.2725001573562622,0.13526785373687744,0.13723230361938477,a circular chart with colored slices,a bar chart,a circular chart with colored slices,819,329,.png,46244,_posts/2018-06-01-lnnb-full-beam-simulations-1806-1812.md:491,
143,0.40943145751953125,assets/images/2025/20250711_20250908/20250905_043415_0.jpg,a circular percentage chart,0.2889184355735779,0.1684054136276245,0.12051302194595337,a circular percentage chart,a circular object that is not a chart,a circular percentage chart,1200,1199,.jpg,194979,_posts/2025-09-08-weekly-OFS-63.md:163,
144,0.4086841940879822,assets/images/2024/20241122_20241215/20241215_010543_1.jpg,a doughnut chart,0.28399839997291565,0.15931260585784912,0.12468579411506653,a doughnut chart,a scatter plot,a doughnut chart,1200,668,.jpg,122915,_posts/2024-12-22-weekly-OFS-26.md:236,
145,0.40636254847049713,assets/images/2025/20240925_20250706/20250702_044036_0.jpg,a circular chart with colored slices,0.28731679916381836,0.1682710498571396,0.11904574930667877,a circular chart with colored slices,a microscope image,a circular chart with colored slices,1200,929,.jpg,210970,_posts/2025-07-06-weekly-OFS-54.md:130,
146,0.40554484724998474,assets/images/2025/20240701_20250621/20250621_034039_0.jpg,a circular chart with colored slices,0.3088860511779785,0.2122272551059723,0.09665879607200623,a circular chart with colored slices,a circular object that is not a chart,a circular chart with colored slices,927,1200,.jpg,176599,_posts/2025-06-22-weekly-OFS-52.md:289,
